582,659,1120,748
1210,1558,2017,1636
1344,1191,1882,1290
134,1554,806,1596
1568,738,1837,823
1389,206,1972,271
1568,835,1837,885
1524,164,1793,225
1344,765,1479,897
134,1381,582,1466
1299,879,1882,933
1524,932,1972,989
134,712,1075,1008
1344,1138,1882,1236
1524,982,2017,1041
134,1304,896,1390
134,1209,941,1298
134,1605,806,1650
358,1001,762,1050
179,1023,941,1176
1837,1427,2017,1557
