597,389,796,422
597,576,739,608
85,845,341,887
85,935,227,978
85,886,312,920
654,171,796,192
341,513,540,537
512,497,569,517
597,660,768,685
85,677,227,703
597,680,739,706
85,704,227,725
853,680,1109,705
597,636,1081,657
682,221,796,236
995,367,1081,387
597,440,853,476
853,659,1081,679
711,355,1081,376
56,390,284,421
597,704,739,726
967,763,1024,778
853,708,967,729
882,431,1109,458
853,551,1081,569
625,206,825,226
853,521,1081,543
597,530,739,564
56,660,227,683
85,615,284,636
341,407,483,431
0,630,284,658
56,439,312,478
312,431,455,464
170,761,312,786
853,581,995,600
597,608,1024,637
853,375,995,397
341,371,398,387
85,529,227,564
56,801,284,831
0,576,199,609
853,407,1081,433
398,295,540,314
0,474,1081,505
170,351,512,380
