156,216,184,231
340,167,440,180
696,330,880,345
127,27,426,47
0,101,255,116
269,242,440,259
0,41,355,56
0,166,170,181
0,83,241,98
0,117,284,131
0,55,369,70
0,68,440,89
99,330,127,371
127,311,156,332
355,317,412,345
0,18,440,32
0,29,99,41
696,317,880,330
184,344,213,372
0,5,312,18
99,312,156,329
369,205,440,218
440,345,880,359
483,330,667,344
767,304,880,316
156,320,227,347
241,343,397,374
483,243,667,257
127,338,156,364
340,227,440,244
610,364,738,379
326,180,440,194
241,310,355,354
142,196,198,215
426,257,667,273
269,174,340,188
71,267,170,310
568,316,667,329
