242,550,450,575
433,1045,554,1058
104,317,537,331
104,296,537,312
381,48,502,62
294,181,468,209
450,23,520,39
104,94,208,109
104,561,242,577
294,690,346,706
121,907,554,921
121,856,554,870
104,506,294,522
69,643,156,663
433,93,537,108
104,273,520,290
104,121,208,134
104,602,190,617
104,9,242,21
225,146,537,182
104,251,537,264
86,1045,173,1061
485,508,554,524
450,553,502,590
173,959,364,987
86,1063,225,1079
17,1026,69,1078
104,35,450,59
468,8,554,23
104,20,242,28
450,1032,537,1044
485,111,537,126
450,35,502,48
104,331,208,343
52,897,86,920
52,817,86,840
17,969,69,992
329,211,450,236
86,986,416,1019
173,56,381,74
121,880,537,893
104,171,225,214
121,867,554,880
104,567,433,590
416,951,537,999
346,647,554,662
104,589,208,600
416,1055,554,1071
104,834,554,854
364,601,520,614
190,935,329,959
