142,378,309,391
142,399,178,419
59,356,107,393
130,40,178,51
130,74,321,80
130,276,261,282
142,230,309,239
23,44,47,56
356,347,404,399
130,185,166,193
130,156,249,165
130,85,321,93
142,342,178,349
344,77,368,88
202,428,321,440
202,438,249,447
178,532,261,543
130,45,225,58
130,98,154,104
130,168,309,177
130,58,225,66
178,397,309,409
142,308,178,319
130,196,202,211
154,499,297,508
154,97,321,106
130,425,202,435
273,196,309,221
202,105,321,115
118,252,309,260
130,211,273,220
273,115,309,121
190,15,261,24
285,438,321,448
225,63,321,70
118,259,273,268
249,50,321,57
142,488,297,499
249,411,297,425
142,473,297,481
