163,227,299,246
81,21,381,38
436,254,477,267
81,150,313,167
163,207,299,225
654,256,817,276
436,126,518,155
695,20,777,40
654,165,790,181
667,69,804,77
654,144,790,162
81,61,327,76
654,276,831,292
654,181,831,201
804,205,831,249
27,263,81,277
681,44,790,62
68,130,259,150
422,168,545,190
654,239,790,254
68,95,259,111
654,211,736,226
422,17,558,37
68,44,259,58
422,191,490,212
68,114,340,128
422,278,477,287
422,218,518,236
422,39,640,75
68,76,327,93
422,79,640,112
