278,32,455,47
278,59,478,69
278,102,478,114
278,84,455,100
278,47,478,58
189,196,344,213
278,214,378,224
189,210,244,226
278,139,455,152
278,226,400,240
278,180,400,191
278,170,366,180
278,115,344,125
278,73,444,84
22,164,166,178
22,152,189,166
333,226,400,237
33,129,155,142
467,240,522,250
22,75,233,97
22,31,144,47
544,220,578,232
278,128,455,141
200,165,244,187
22,50,166,72
22,179,155,192
22,100,133,118
33,193,77,209
22,210,88,225
266,241,333,251
266,191,411,203
266,152,400,164
