234,839,422,855
234,820,398,836
539,212,680,228
234,346,516,366
375,206,680,228
234,78,445,124
234,532,563,553
704,800,750,821
234,584,328,601
234,267,305,285
234,124,563,148
234,214,375,230
305,645,563,658
234,570,328,589
234,623,657,637
234,184,328,199
704,373,750,424
281,776,610,798
234,162,352,188
211,423,586,447
117,374,586,394
117,402,586,429
234,744,610,762
211,290,398,308
563,274,680,303
187,372,586,396
211,440,469,459
563,689,657,712
211,329,328,350
211,676,328,698
492,86,657,104
211,698,398,713
281,230,563,246
211,487,657,532
