220,335,381,374
601,619,782,648
220,257,401,299
220,46,381,92
20,536,180,558
601,529,782,546
200,219,401,255
601,256,782,299
601,700,782,738
220,5,381,40
621,166,762,187
20,524,160,542
601,334,782,373
220,414,381,432
20,381,180,401
20,207,160,221
601,510,661,526
20,327,180,342
20,397,160,418
20,283,140,301
20,468,120,485
20,438,180,454
20,187,180,202
621,594,762,613
20,256,140,276
20,556,160,568
240,546,360,564
20,311,180,326
20,228,160,243
20,167,381,187
20,480,180,501
601,414,782,433
20,344,160,358
20,498,120,511
20,361,160,375
20,241,140,255
461,90,521,102
641,436,741,454
20,423,140,444
220,128,381,148
701,496,782,517
581,217,802,254
601,647,762,687
240,436,340,453
240,532,340,545
200,93,381,121
