62,251,186,273
248,349,289,365
869,351,910,369
62,236,165,253
62,352,289,367
1118,296,1221,311
1118,273,1221,283
496,274,641,286
496,251,641,261
1035,237,1180,252
62,202,103,213
414,241,641,254
310,105,476,119
683,320,807,335
331,134,476,151
476,349,579,365
310,94,455,106
662,252,807,274
62,319,186,332
41,295,186,315
662,235,786,252
662,369,807,384
331,160,476,178
662,296,807,315
662,269,786,289
476,330,621,346
351,203,476,217
1118,311,1262,322
496,237,579,245
476,315,621,330
41,92,310,110
621,327,869,349
41,330,248,346
41,268,186,287
662,350,910,369
1097,245,1242,262
41,368,186,383
476,294,641,309
331,180,476,199
