451,165,512,177
361,207,406,220
45,195,436,213
90,707,467,731
241,387,467,403
15,389,45,409
241,423,467,433
195,448,467,469
45,145,195,165
45,108,421,131
316,674,467,697
45,175,512,189
45,225,271,242
90,282,482,308
482,218,557,243
45,246,286,259
436,152,512,164
45,216,361,228
436,309,467,340
436,138,512,152
497,206,542,228
361,744,467,757
90,35,241,46
0,402,60,426
436,112,512,123
90,19,165,33
376,238,527,261
346,12,451,27
286,467,467,482
45,366,90,382
421,122,512,136
286,599,451,608
150,599,225,608
241,441,467,454
90,316,241,340
286,411,467,424
135,635,467,650
316,477,467,490
120,649,467,664
