213,156,302,172
356,264,605,281
231,124,285,141
195,233,285,243
195,424,249,436
374,299,445,313
195,386,302,400
195,363,285,378
213,335,302,348
195,412,267,424
480,569,516,579
195,289,302,303
356,280,445,294
195,325,302,337
195,255,302,264
195,272,302,283
195,378,302,390
249,200,338,211
71,298,142,314
480,428,516,437
480,441,623,454
498,280,587,292
53,263,160,280
480,543,570,553
516,658,587,669
498,375,605,391
480,339,605,350
480,226,552,236
53,280,160,293
195,144,302,159
178,304,302,318
498,299,587,312
