45,177,510,193
75,206,105,220
330,485,465,497
45,113,510,139
45,151,195,170
45,198,435,213
150,641,465,653
90,711,465,737
270,442,465,454
195,454,345,469
435,393,465,401
45,251,285,265
150,209,405,222
90,289,480,313
45,221,375,235
45,366,90,392
150,603,225,616
45,236,195,249
375,250,450,267
300,477,330,490
285,602,450,617
435,163,510,179
90,34,195,46
435,135,510,147
0,416,45,438
255,422,465,436
390,142,420,174
345,20,450,33
90,23,150,35
90,682,120,714
390,451,465,463
240,401,465,416
0,378,90,449
90,324,240,346
480,217,555,263
315,680,465,701
120,656,465,669
345,746,480,764
285,466,465,483
90,39,240,54
420,150,525,163
