187,312,354,391
792,217,1104,273
396,36,625,134
792,111,1146,163
792,391,1208,421
521,356,687,416
416,206,687,265
792,270,1104,329
416,445,687,502
104,332,145,391
792,547,1042,586
625,42,687,108
625,104,687,164
792,488,917,527
250,186,354,265
562,153,646,235
312,113,562,172
792,420,1229,444
166,38,250,106
792,169,1042,216
208,90,250,174
250,149,646,233
792,327,1083,379
792,44,1063,80
792,614,958,657
479,106,562,178
312,41,396,107
208,248,687,340
166,503,375,532
333,400,687,466
416,505,583,535
83,72,145,90
83,130,250,236
