21,465,130,476
238,520,292,530
21,570,260,585
260,441,314,454
184,498,314,511
21,527,325,540
75,212,271,230
21,558,314,568
249,647,325,658
21,499,162,509
21,613,119,623
32,405,108,430
21,29,184,50
260,167,314,180
21,440,173,455
21,337,325,367
21,303,184,321
21,64,325,93
10,604,151,616
271,636,325,647
75,183,260,213
21,90,151,112
10,507,260,517
10,490,325,501
21,363,151,385
10,543,260,555
10,594,162,605
10,474,292,487
10,519,206,529
21,165,173,182
21,130,108,157
32,581,206,592
