191,103,410,141
191,323,519,344
410,227,628,275
191,344,492,364
642,63,669,74
505,354,751,395
546,139,601,180
177,146,451,188
191,255,355,299
697,73,751,133
560,301,615,340
710,207,751,269
615,300,751,366
519,327,601,368
710,260,751,299
341,59,505,86
177,194,451,233
177,59,314,86
519,152,751,234
