551,849,679,870
91,646,606,664
349,693,606,711
91,625,606,641
257,131,514,153
91,600,477,621
91,84,440,103
496,23,661,42
349,674,477,687
349,851,459,868
73,166,496,221
330,581,606,601
128,222,385,252
349,662,606,676
128,325,293,350
330,756,459,773
477,58,551,75
330,561,606,577
330,741,569,757
532,821,624,839
238,104,496,130
128,306,312,322
73,729,257,749
330,784,477,799
73,557,257,575
73,712,257,727
73,663,238,682
73,675,312,696
330,720,587,737
73,576,257,591
128,283,349,304
477,41,532,56
73,695,183,709
