0,283,140,319
0,33,84,48
84,473,451,489
0,59,56,72
281,1375,507,1409
56,1384,253,1400
253,159,310,175
0,208,451,238
281,1411,535,1443
28,458,140,475
112,1091,281,1106
0,468,84,484
140,1124,281,1148
0,243,479,266
422,1704,479,1715
140,1102,281,1115
0,382,112,400
0,131,225,146
0,16,84,33
169,1084,225,1095
0,482,84,495
28,1328,366,1346
225,1214,281,1238
84,1164,281,1189
169,33,225,44
394,1713,479,1727
394,1725,479,1735
28,1359,253,1389
281,1456,422,1486
28,1300,225,1313
28,1421,169,1437
28,1474,169,1491
225,284,366,319
28,1440,169,1456
0,148,253,166
84,1639,479,1664
28,1287,225,1311
84,1192,281,1218
