234,837,421,853
234,674,327,698
234,819,421,836
234,76,444,122
351,205,678,226
234,531,561,553
234,213,351,227
234,486,655,530
304,643,561,656
140,580,351,603
234,267,304,285
234,124,561,148
234,622,655,635
234,569,327,587
702,794,749,822
702,377,749,422
234,183,327,199
280,777,608,796
210,422,585,445
234,161,351,187
515,85,655,102
93,555,140,576
117,401,585,428
117,372,585,392
234,742,632,760
304,229,585,244
187,371,585,394
561,273,655,301
117,343,515,372
561,688,655,710
210,697,398,712
210,289,398,307
210,439,468,457
210,327,351,351
