260,389,676,423
182,292,338,345
598,305,676,330
442,160,546,184
442,356,676,387
546,152,624,172
442,338,676,367
1248,402,1456,423
416,237,754,261
442,289,676,315
442,320,598,340
1248,331,1586,354
754,89,936,110
442,90,702,111
442,131,858,161
442,192,598,211
52,387,156,420
1248,357,1586,379
442,107,780,128
442,208,676,228
442,267,754,288
1248,298,1430,318
78,151,416,203
988,203,1196,214
754,206,988,219
52,217,416,269
728,175,884,200
1248,317,1326,337
442,418,572,441
52,88,390,116
