86,198,235,204
86,145,253,155
86,215,191,224
86,203,259,211
179,122,253,128
278,126,327,134
86,118,129,125
278,138,321,144
92,85,253,91
303,143,327,149
278,156,346,162
86,130,167,143
154,76,185,82
278,173,309,180
86,160,241,170
179,155,247,161
86,193,259,200
327,121,352,127
173,116,253,121
129,41,204,48
80,90,253,96
179,129,216,136
129,96,210,101
315,115,352,121
179,166,228,172
284,184,340,191
179,171,253,176
80,111,173,119
