872,746,976,772
103,148,270,166
166,242,311,262
103,133,290,150
332,548,519,567
872,721,1121,739
602,388,810,423
83,542,166,576
602,655,1100,688
394,258,498,275
332,423,498,441
872,535,1121,553
872,699,1121,718
872,684,1080,702
872,552,1121,574
872,421,1100,441
602,682,768,712
872,385,1080,413
872,367,1121,387
332,510,540,537
602,738,768,761
872,607,1038,626
62,388,270,424
62,657,290,685
872,441,1100,462
872,517,1017,534
602,478,830,512
602,437,851,476
124,103,249,117
706,348,1121,379
872,461,1080,480
20,478,290,513
872,572,1121,601
62,683,207,712
332,348,477,366
872,628,1059,648
602,587,727,628
872,649,1080,669
602,710,747,736
955,259,1038,274
62,738,228,761
872,500,1100,519
332,492,540,511
872,480,1121,500
332,441,477,460
332,476,394,494
62,588,186,627
62,710,207,737
186,300,311,319
0,581,41,640
62,437,311,476
166,349,311,380
332,403,415,419
145,264,311,292
602,635,830,658
332,368,519,385
62,635,290,658
228,203,311,226
602,541,706,574
