340,640,502,671
340,573,681,606
340,160,699,193
340,532,484,558
340,612,717,642
0,496,107,515
340,122,699,158
394,479,646,504
161,611,269,660
771,614,843,664
340,3,574,27
574,527,699,565
843,561,1005,660
843,638,969,669
771,450,861,528
771,219,843,333
789,419,951,535
0,453,125,506
771,518,987,570
771,321,825,381
0,376,269,440
215,528,269,603
179,488,269,539
340,240,484,353
484,304,574,358
969,377,1040,399
161,423,269,496
179,330,269,400
323,52,717,121
161,41,251,117
340,451,681,477
161,260,269,323
340,426,681,450
